customer_id,customer_segment
2504-DSHIH,Platinum
0699-NDKJM,Platinum
9286-BHDQG,Platinum
0230-WEQUW,Platinum
2040-LDIWQ,Platinum
6496-JDSSB,Gold
9408-SSNVZ,Silver
4443-EMBNA,Gold
6469-MRVET,Gold
0742-MOABM,Gold
5961-VUSRV,Gold
6778-JFCMK,Gold
6341-JVQGF,Platinum
2232-DMLXU,Silver
4811-JBUVU,Platinum
0945-TSONX,Platinum
2651-ZCBXV,Platinum
3316-UWXUY,Platinum
8937-RDTHP,Silver
7083-MIOPC,Gold
1984-GPTEH,Gold
1251-KRREG,Silver
0621-JFHOL,Gold
9903-LYSAB,Gold
0094-OIFMO,Platinum
9227-UAQFT,Gold
7301-ABVAD,Platinum
6614-FHDBO,Platinum
7576-ASEJU,Platinum
9058-HRZSV,Platinum
4522-AKYLR,Gold
0221-WMXNQ,Silver
0303-UNCIP,Platinum
9947-OTFQU,Gold
0322-YINQP,Silver
0959-WHOKV,Platinum
4075-JFPGR,Platinum
4629-NRXKX,Silver
9514-JDSKI,Silver
3282-ZISZV,Platinum
3675-YDUPJ,Gold
4111-BNXIF,Platinum
7017-VFHAY,Platinum
6655-LHBYW,Platinum
4959-JOSRX,Silver
5046-NUHWD,Gold
7273-TEFQD,Gold
3606-TWKGI,Platinum
7529-ZDFXI,Platinum
7605-BDWDC,Gold
1950-KSVVJ,Platinum
0123-CRBRT,Platinum
6292-TOSSS,Gold
3197-ARFOY,Platinum
6323-AYBRX,Gold
7014-ZZXAW,Gold
4385-GZQXV,Platinum
7633-MVPUY,Platinum
6366-ZGQGL,Gold
4716-HHKQH,Platinum
5940-AHUHD,Silver
6432-TWQLB,Silver
4484-GLZOU,Platinum
3179-GBRWV,Gold
8645-KWHJO,Gold
4130-MZLCC,Gold
0314-TKOSI,Gold
8229-MYEJZ,Gold
2080-SRCDE,Gold
9577-WJVCQ,Platinum
9512-UIBFX,Platinum
6202-DYYFX,Gold
3808-HFKDE,Gold
5583-SXDAG,Silver
3488-PGMQJ,Gold
3580-REOAC,Gold
7534-BFESC,Gold
3727-OWVYD,Platinum
2294-SALNE,Platinum
4847-TAJYI,Silver
1563-IWQEX,Gold
8203-XJZRC,Gold
6556-DBKZF,Platinum
6851-WEFYX,Platinum
2985-JUUBZ,Platinum
6390-DSAZX,Silver
0895-LMRSF,Gold
8098-LLAZX,Silver
8266-VBFQL,Silver
8181-YHCMF,Platinum
2240-HSJQD,Platinum
1248-DYXUB,Gold
0265-EDXBD,Gold
4115-BNPJY,Platinum
3167-SNQPL,Platinum
4091-TVOCN,Platinum
1098-TDVUQ,Gold
7277-OZCGZ,Platinum
1557-EMYVT,Platinum
2799-ARNLO,Silver
7563-BIUPC,Silver
5027-YOCXN,Platinum
3973-SKMLN,Gold
2321-OMBXY,Platinum
2840-XANRC,Platinum
6745-JEFZB,Platinum
5020-ZSTTY,Platinum
9880-TDQAC,Platinum
8705-WZCYL,Silver
7102-JJVTX,Gold
8626-PTQGE,Platinum
4983-CLMLV,Platinum
5701-YVSVF,Gold
5804-LEPIM,Silver
5697-GOMBF,Gold
2739-CACDQ,Gold
9385-EHGDO,Gold
9498-FIMXL,Gold
2379-GYFLQ,Platinum
0122-OAHPZ,Gold
2868-SNELZ,Silver
4322-RCYMT,Platinum
6680-NENYN,Platinum
2088-IEBAU,Platinum
7982-VCELR,Platinum
1343-EHPYB,Platinum
6035-BXTTY,Gold
6885-PKOAM,Platinum
7520-HQWJU,Platinum
9639-BUJXT,Gold
5924-SNGKP,Gold
0021-IKXGC,Silver
2034-GDRCN,Silver
8966-SNIZF,Gold
6243-OZGFH,Gold
4654-DLAMQ,Platinum
0513-RBGPE,Platinum
5160-UXJED,Gold
4115-NZRKS,Silver
0219-YTZUE,Silver
0623-IIHUG,Gold
4572-DVCGN,Gold
3351-NGXYI,Gold
8984-EYLLL,Platinum
9057-MSWCO,Gold
9833-TGFHX,Platinum
9294-TDIPC,Gold
5229-DTFYB,Platinum
0104-PPXDV,Gold
5176-LMJXE,Gold
3583-KRKMD,Gold
1010-DIAUQ,Silver
9069-LGEUL,Gold
7302-ZHMHP,Gold
9571-EDEBV,Platinum
3520-FJGCV,Platinum
6563-VRERX,Gold
0259-GBZSH,Silver
6122-EFVKN,Gold
2805-EDJPQ,Platinum
6862-CQUMB,Platinum
7156-MXBJE,Platinum
6158-HDPXZ,Gold
9601-BRXPO,Platinum
2863-IMQDR,Platinum
5686-CMAWK,Platinum
5651-CRHKQ,Platinum
6905-NIQIN,Silver
8204-YJCLA,Platinum
5167-ZFFMM,Silver
6583-SZVGP,Platinum
4895-TMWIR,Gold
0533-BNWKF,Platinum
1708-PBBOA,Platinum
8782-LKFPK,Platinum
5522-JBWMO,Silver
3597-MVHJT,Platinum
9774-NRNAU,Platinum
0224-RLWWD,Silver
9967-ATRFS,Gold
3951-NJCVI,Platinum
2977-CEBSX,Platinum
0177-PXBAT,Platinum
6599-CEBNN,Gold
2519-ERQOJ,Gold
5876-QMYLD,Gold
2277-AXSDC,Gold
9442-JTWDL,Gold
0979-PHULV,Platinum
3067-SVMTC,Platinum
5495-GPSRW,Gold
7606-BPHHN,Gold
4742-DRORA,Platinum
0111-KLBQG,Platinum
4800-VHZKI,Gold
7989-CHGTL,Gold
0334-GDDSO,Silver
4163-NCJAK,Gold
5233-AOZUF,Gold
5973-EJGDP,Platinum
1996-DBMUS,Gold
7916-VCCPB,Gold
4686-GEFRM,Platinum
5249-QYHEX,Gold
0578-SKVMF,Platinum
5564-NEMQO,Silver
2233-FAGXV,Gold
5605-IYGFG,Gold
7663-ZTEGJ,Platinum
3935-TBRZZ,Gold
8111-BKVDS,Gold
2055-SIFSS,Gold
2806-MLNTI,Platinum
8734-DKSTZ,Gold
4360-PNRQB,Gold
6152-ONASV,Platinum
9063-ZGTUY,Gold
7781-HVGMK,Platinum
2181-UAESM,Silver
2957-LOLHO,Gold
6048-NJXHX,Gold
2320-SLKMB,Gold
4980-URKXC,Gold
4376-KFVRS,Platinum
5886-VLQVU,Platinum
3577-AMVUX,Silver
0771-WLCLA,Platinum
5628-RKIFK,Platinum
0206-TBWLC,Platinum
2937-FTHUR,Gold
1910-FMXJM,Gold
7752-XUSCI,Platinum
4110-PFEUZ,Silver
0732-OCQOC,Gold
5168-MSWXT,Silver
1090-ESELR,Platinum
8592-PLTMQ,Gold
5760-WRAHC,Platinum
8847-GEOOQ,Platinum
0256-LTHVJ,Gold
4785-FCIFB,Gold
8313-NDOIA,Platinum
5149-CUZUJ,Platinum
0942-KOWSM,Platinum
4237-CLSMM,Gold
1452-VOQCH,Silver
4719-UMSIY,Gold
6614-VBEGU,Platinum
0880-TKATG,Silver
3811-VBYBZ,Silver
1480-BKXGA,Platinum
2996-XAUVF,Gold
9076-AXYIK,Platinum
5968-XQIVE,Platinum
8896-RAZCR,Gold
4640-UHDOS,Gold
4933-IKULF,Gold
3583-EKAPL,Silver
1304-BCCFO,Gold
4104-PVRPS,Gold
9399-APLBT,Silver
2359-KMGLI,Platinum
3780-DDGSE,Platinum
4431-EDMIQ,Platinum
0306-JAELE,Silver
6227-HWPWX,Gold
0486-LGCCH,Gold
0447-BEMNG,Gold
4612-SSVHJ,Gold
5168-MQQCA,Platinum
5949-XIKAE,Silver
7971-HLVXI,Platinum
9094-AZPHK,Platinum
3649-JPUGY,Platinum
4472-LVYGI,Silver
8372-JUXUI,Silver
3552-CTCYF,Platinum
6778-YSNIH,Silver
0388-EOPEX,Silver
5756-OZRIO,Platinum
6579-JPICP,Gold
8205-OTCHB,Gold
4134-BSXLX,Gold
0505-SPOOW,Gold
6235-VDHOM,Gold
7783-YKGDV,Platinum
4374-YMUSQ,Platinum
4513-CXYIX,Platinum
3957-HHLMR,Platinum
7803-XOCCZ,Platinum
5736-YEJAX,Platinum
5609-CEBID,Platinum
8981-FJGLA,Gold
7218-HKQFK,Silver
4636-QRJKY,Silver
1135-LMECX,Gold
4332-MUOEZ,Platinum
8535-SFUTN,Platinum
5956-VKDTT,Silver
8677-HDZEE,Platinum
2475-MROZF,Platinum
9412-GHEEC,Platinum
3482-ABPKK,Gold
6705-LXORM,Silver
0257-ZESQC,Gold
7531-GQHME,Gold
5174-ITUMV,Platinum
4109-CYRBD,Gold
0913-XWSCN,Platinum
6825-UYPFK,Gold
8397-MVTAZ,Platinum
0750-EBAIU,Platinum
8606-CIQUL,Platinum
3571-DPYUH,Platinum
7601-GNDYK,Gold
0356-OBMAC,Platinum
8067-NIOYM,Gold
1403-GYAFU,Gold
4234-XTNEA,Silver
1297-VQDRP,Platinum
9282-IZGQK,Silver
5348-CAGXB,Platinum
0621-HJWXJ,Platinum
5844-QVTAT,Platinum
8905-IAZPF,Platinum
5394-MEITZ,Platinum
6859-QNXIQ,Platinum
2782-LFZVW,Gold
2866-IKBTM,Gold
1342-JPNKI,Gold
2817-NTQDO,Gold
7129-AZJDE,Gold
6986-IJDHX,Platinum
2560-PPCHE,Platinum
4676-MQUEA,Platinum
8138-EALND,Gold
3580-HYCSP,Platinum
1352-HNSAW,Platinum
2075-PUEPR,Gold
1982-FEBTD,Gold
5301-GAUUY,Platinum
5791-KAJFD,Platinum
2654-VBVPB,Gold
1154-HYWWO,Platinum
2501-XWWTZ,Gold
3716-UVSPD,Silver
6815-ABQFQ,Platinum
7343-EOBEU,Gold
3701-SFMUH,Gold
6103-LIANB,Platinum
7319-VENRZ,Gold
5846-NEQVZ,Platinum
6967-QIQRV,Platinum
5781-RFZRP,Platinum
0939-YAPAF,Platinum
0308-IVGOK,Gold
7293-LSCDV,Gold
7025-WCBNE,Platinum
5756-JYOJT,Gold
4710-FDUIZ,Platinum
6030-REHUX,Platinum
9548-LIGTA,Platinum
5150-LJNSR,Platinum
8270-RKSAP,Gold
6522-YRBXD,Platinum
2640-LYMOV,Gold
1218-VKFPE,Gold
3627-FHKBK,Silver
2865-TCHJW,Silver
1423-BMPBQ,Gold
2393-DIVAI,Gold
5192-EBGOV,Silver
4568-KNYWR,Platinum
8752-IMQOS,Gold
0742-LAFQK,Platinum
0795-LAFGP,Platinum
0619-OLYUR,Platinum
5512-IDZEI,Gold
0459-SPZHJ,Platinum
0215-BQKGS,Platinum
9244-ZVAPM,Silver
0719-SYFRB,Platinum
8208-EUMTE,Platinum
5172-MIGPM,Silver
1710-RCXUS,Platinum
0374-FIUCA,Gold
5839-SUYVZ,Gold
5173-ZXXXL,Gold
1096-ADRUX,Platinum
2001-MCUUW,Platinum
2731-GJRDG,Platinum
4723-BEGSG,Platinum
6516-NKQBO,Platinum
8672-OAUPW,Gold
8207-DMRVL,Platinum
3419-SNJJD,Platinum
6543-CPZMK,Gold
4765-OXPPD,Platinum
2804-ETQDK,Gold
6689-VRRTK,Platinum
7138-GIRSH,Platinum
9396-ZSFLL,Gold
6464-KEXXH,Gold
7134-MJPDY,Platinum
5240-CAOYT,Platinum
4059-IIEBK,Silver
4881-JVQOD,Gold
0516-UXRMT,Platinum
4851-BQDNX,Platinum
5148-HKFIR,Gold
1009-IRMNA,Gold
3003-CMDUU,Platinum
5016-IBERQ,Platinum
6797-UCJHZ,Platinum
2469-DTSGX,Platinum
4554-YGZIH,Platinum
5099-BAILX,Platinum
9931-KGHOA,Gold
1775-KWJKQ,Platinum
7665-VIGUD,Gold
9411-TPQQV,Platinum
7207-RMRDB,Platinum
7954-MLBUN,Platinum
2077-DDHJK,Platinum
4913-EHYUI,Platinum
0195-IESCP,Gold
9574-BOSMD,Gold
4580-TMHJU,Gold
0970-ETWGE,Silver
4908-XAXAY,Platinum
8404-VLQFB,Gold
1626-ERCMM,Platinum
0887-HJGAR,Silver
2391-IPLOP,Platinum
5644-PDMZC,Silver
3509-GWQGF,Gold
9576-ANLXO,Silver
2024-BASKD,Silver
5845-BZZIB,Gold
1140-UKVZG,Gold
4160-AMJTL,Gold
5183-SNMJQ,Platinum
8100-PNJMH,Platinum
7838-LAZFO,Platinum
4464-JCOLN,Gold
2085-JVGAD,Gold
5650-VDUDS,Gold
8095-WANWK,Gold
3030-ZKIWL,Gold
9565-FLVCG,Platinum
8755-OGKNA,Gold
2800-VEQXM,Silver
7538-GWHML,Silver
5533-RJFTJ,Gold
3859-CVCET,Gold
0214-JHPFW,Platinum
5642-MHDQT,Gold
3088-FVYWK,Gold
3276-HDUEG,Silver
9092-GDZKO,Gold
0823-HSCDJ,Gold
3729-OWRVL,Platinum
2324-AALNO,Gold
0822-GAVAP,Gold
5760-IFJOZ,Silver
2826-UWHIS,Platinum
1448-PWKYE,Silver
7501-IWUNG,Platinum
4957-TREIR,Silver
7251-LJBQN,Platinum
8040-MNRTF,Silver
1536-HBSWP,Silver
5313-FPXWG,Gold
0067-DKWBL,Silver
0946-FKYTX,Gold
5076-YVXCM,Platinum
8262-COGGB,Gold
6663-JOCQO,Platinum
9620-QJREV,Gold
2276-YDAVZ,Silver
2682-KEVRP,Gold
2480-JZOSN,Gold
0078-XZMHT,Platinum
5896-NPFWW,Gold
9978-HYCIN,Platinum
8338-QIUNR,Platinum
1525-LNLOJ,Platinum
9450-TRJUU,Platinum
1766-GKNMI,Platinum
6942-LBFDP,Gold
1456-TWCGB,Gold
7133-VBDCG,Platinum
7596-ZYWBB,Platinum
8329-UTMVM,Platinum
3014-WJKSM,Gold
3347-YJZZE,Platinum
1029-QFBEN,Gold
7929-DMBCV,Gold
9661-JALZV,Gold
5433-KYGHE,Platinum
4312-KFRXN,Gold
5575-TPIZQ,Platinum
0114-IGABW,Platinum
9944-AEXBM,Platinum
1853-ARAAQ,Gold
6952-OMNWB,Platinum
4697-LUPSU,Gold
8434-VGEQQ,Gold
4952-YSOGZ,Silver
1589-AGTLK,Gold
5244-IRFIH,Platinum
6549-YMFAW,Gold
4950-HKQTE,Gold
6786-OBWQR,Silver
2684-EIWEO,Platinum
2753-JMMCV,Platinum
6439-GTPCA,Platinum
6621-YOBKI,Gold
1216-JWVUX,Gold
7564-GHCVB,Platinum
1173-NOEYG,Platinum
7595-EHCDL,Gold
6647-ZEDXT,Platinum
2521-NPUZR,Platinum
1307-TVUFB,Platinum
7503-MIOGA,Platinum
4381-MHQDC,Platinum
6923-JHPMP,Silver
5138-WVKYJ,Platinum
4018-PPNDW,Gold
1635-FJFCC,Gold
2499-AJYUA,Platinum
6919-ELBGL,Platinum
3966-HRMZA,Silver
6425-JWTDV,Gold
8405-IGQFX,Platinum
8224-IVVPA,Gold
9477-LGWQI,Platinum
1410-RSCMR,Platinum
3115-CZMZD,Silver
0139-IVFJG,Silver
6683-VLCTZ,Platinum
5730-DBDSI,Gold
0030-FNXPP,Gold
2189-WWOEW,Platinum
5684-FJVYR,Platinum
4013-GUXND,Gold
1894-IGFSG,Platinum
7379-POKDZ,Silver
1266-NZYUI,Platinum
7969-FFOWG,Gold
4718-DHSMV,Gold
5175-WLYXL,Gold
7817-OMJNA,Gold
8728-SKJLR,Gold
3137-NYQQI,Gold
7706-DZNKK,Gold
0236-HFWSV,Platinum
3900-AQPHZ,Gold
5842-POCOP,Silver
2037-XJFUP,Platinum
8823-RLPWL,Platinum
9505-SQFSW,Gold
7314-OXENN,Silver
3758-CKOQL,Platinum
0322-CHQRU,Silver
5676-CFLYY,Platinum
7521-AFHAB,Gold
0285-INHLN,Gold
4678-DVQEO,Silver
5125-CNDSP,Gold
0691-IFBQW,Platinum
4992-LTJNE,Platinum
2202-OUTMO,Platinum
0810-BDHAW,Platinum
0229-LFJAF,Platinum
7131-ZQZNK,Platinum
3442-ZHHCC,Platinum
5726-CVNYA,Gold
9871-ELEYA,Platinum
4257-GAESD,Gold
5173-WXOQV,Silver
2040-OBMLJ,Platinum
6286-ZHAOK,Gold
3807-XHCJH,Gold
3009-JWMPU,Platinum
5671-RQRLP,Platinum
1450-GALXR,Platinum
8859-AXJZP,Gold
3174-AKMAS,Platinum
3138-BKYAV,Silver
9926-PJHDQ,Platinum
7382-DFJTU,Gold
2798-NYLMZ,Platinum
4289-DTDKW,Platinum
1820-TQVEV,Silver
2239-JALAW,Platinum
4853-RULSV,Platinum
8098-TDCBU,Gold
3551-GAEGL,Gold
4785-NKHCX,Gold
3196-NVXLZ,Platinum
6275-YDUVO,Silver
0036-IHMOT,Platinum
0115-TFERT,Platinum
4178-EGMON,Platinum
4220-TINQT,Platinum
5318-YKDPV,Platinum
7975-TZMLR,Platinum
0295-QVKPB,Silver
4335-BSMJS,Gold
2311-QYMUQ,Platinum
3643-AHCFP,Silver
9146-JRIOX,Gold
3104-OWCGK,Platinum
5337-IIWKZ,Gold
9101-BWFSS,Platinum
9650-VBUOG,Gold
3487-EARAT,Platinum
2672-TGEFF,Platinum
9231-ZJYAM,Silver
4250-WAROZ,Platinum
8184-WMOFI,Platinum
6982-SSHFK,Silver
6092-QZVPP,Platinum
4625-LAMOB,Gold
0727-BMPLR,Platinum
0392-BZIUW,Platinum
1038-ZAGBI,Gold
6549-NNDYT,Gold
3027-ZTDHO,Silver
0422-OHQHQ,Gold
6916-HIJSE,Platinum
2316-ESMLS,Gold
9778-OGKQZ,Platinum
7408-OFWXJ,Platinum
6007-TCTST,Platinum
2252-NKNSI,Platinum
8713-IGZSO,Gold
7905-TVXTA,Silver
7695-PKLCZ,Gold
2382-BCKQJ,Platinum
8374-UULRV,Platinum
2207-NHRJK,Silver
3224-DFQNQ,Platinum
5275-PMFUT,Platinum
4795-UXVCJ,Gold
9777-IQHWP,Platinum
0947-MUGVO,Gold
9944-HKVVB,Silver
4124-MMETB,Platinum
3671-SHRSP,Silver
0979-MOZQI,Gold
2732-ISEZX,Gold
3313-QKNKB,Platinum
0323-XWWTN,Gold
1937-OTUKY,Platinum
1573-LGXBA,Platinum
1764-VUUMT,Gold
5073-WXOYN,Gold
4713-ZBURT,Platinum
3050-GBUSH,Gold
0207-MDKNV,Platinum
7876-AEHIG,Platinum
7945-HLKEA,Platinum
9342-VNIMQ,Gold
9851-KIELU,Platinum
3523-BRGUW,Gold
3908-BLSYF,Silver
3199-NPKCN,Platinum
5170-PTRKA,Gold
4661-NJEUX,Gold
2123-AGEEN,Silver
1258-YMZNM,Platinum
0048-LUMLS,Platinum
7549-MYGPK,Platinum
5898-IGSLP,Platinum
3804-RVTGV,Platinum
6259-WJQLC,Platinum
9227-LUNBG,Gold
7997-EASSD,Platinum
0730-KOAVE,Platinum
8975-SKGRX,Platinum
0678-RLHVP,Platinum
4315-MURBD,Platinum
2267-FPIMA,Platinum
1051-GEJLJ,Gold
9734-YWGEX,Platinum
2719-BDAQO,Platinum
5285-MVEHD,Platinum
0379-DJQHR,Platinum
0781-LKXBR,Platinum
5543-QDCRY,Gold
0297-RBCSG,Gold
4694-PHWFW,Gold
0835-JKADZ,Platinum
1907-UBQFC,Gold
7508-SMHXL,Platinum
3865-YIOTT,Platinum
5993-BQHEA,Gold
6024-RUGGH,Gold
6513-EECDB,Silver
3956-CJUST,Gold
4079-WWQQQ,Platinum
6103-BOCOU,Platinum
5149-TGWDZ,Platinum
7471-WNSUF,Gold
8942-DBMHZ,Gold
4301-VVZKA,Gold
9199-PWQVC,Platinum
4824-GUCBY,Platinum
5393-HJZSM,Platinum
7074-IEVOJ,Silver
9625-QSTYE,Gold
0862-PRCBS,Platinum
8812-ZRHFP,Platinum
5146-CBVOE,Gold
0454-OKRCT,Platinum
5787-KXGIY,Gold
4750-ZRXIU,Silver
4198-VFOEA,Gold
6630-UJZMY,Silver
5709-LVOEQ,Silver
6400-BWQKW,Silver
2692-AQCPF,Platinum
0347-UBKUZ,Gold
0835-DUUIQ,Gold
0811-GSDTP,Gold
7567-ECMCM,Gold
6115-ZTBFQ,Platinum
6353-BRMMA,Platinum
6680-WKXRZ,Silver
6231-WFGFH,Gold
9904-EHEVJ,Platinum
7028-DVOIQ,Platinum
6169-PPETC,Gold
4208-UFFGW,Silver
8584-KMVXD,Gold
8467-WYNSR,Gold
0851-DFJKB,Gold
5382-SOYZL,Platinum
9448-REEVD,Silver
3261-CQXOL,Gold
8388-FYNPZ,Gold
4002-BQWPQ,Platinum
5651-YLPRD,Platinum
2826-DXLQO,Gold
4378-BZYFP,Gold
9489-UTFKA,Gold
4849-PYRLQ,Platinum
9117-SHLZX,Silver
9889-TMAHG,Platinum
4541-RMRLG,Gold
7764-BDPEE,Gold
3429-IFLEM,Platinum
3158-MOERK,Silver
7294-TMAOP,Silver
5002-GCQFH,Platinum
0556-FJEGU,Platinum
8919-FYFQZ,Gold
0604-THJFP,Platinum
2834-JRTUA,Platinum
5875-YPQFJ,Silver
5879-SESNB,Gold
6646-QVXLR,Platinum
6461-PPAXN,Gold
3318-ISQFQ,Gold
1106-HRLKZ,Gold
2483-XSSMZ,Gold
8603-IJWDN,Silver
8165-ZJRNM,Gold
9369-XFEHK,Platinum
2604-XVDAM,Gold
3717-OFRTN,Gold
9046-JBFWA,Gold
3280-NMUVX,Gold
1206-EHBDD,Platinum
8361-LBRDI,Gold
4883-KCPZJ,Gold
9108-EQPNQ,Gold
7277-KAMWT,Gold
3842-IYKUE,Platinum
6641-XRPSU,Gold
1374-DMZUI,Silver
2545-LXYVJ,Gold
3234-VKACU,Silver
8357-EQXFO,Silver
1989-PRJHP,Gold
8120-JDCAM,Silver
8917-FAEMR,Gold
7047-YXDMZ,Gold
2858-EIMXH,Platinum
9524-EGPJC,Platinum
6993-OHLXR,Silver
8818-XYFCQ,Platinum
6419-ZTTLE,Gold
0929-HYQEW,Gold
6614-YOLAC,Platinum
7426-RHZGU,Platinum
4065-JJAVA,Silver
4695-VADHF,Gold
3863-IUBJR,Gold
7649-SIJJF,Platinum
9361-YNQWJ,Gold
3748-FVMZZ,Gold
9391-TTOYH,Gold
1452-XRSJV,Gold
3422-WJOYD,Gold
8242-SOQUO,Silver
7460-ITWWP,Platinum
7147-AYBAA,Gold
7868-TMWMZ,Platinum
4822-RVYBB,Platinum
6732-FZUGP,Platinum
8436-BJUMM,Platinum
4184-TJFAN,Silver
8329-GWVPJ,Gold
1352-VHKAJ,Platinum
4145-UQXUQ,Silver
