customer_id,churn_probability,predicted_ltv,projected_future_ltv,customer_segment,rfm_persona,intelligence_score,intelligence_category,primary_recommendation,recommendation_priority,estimated_revenue_saved,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,predicted_churn,churn_risk_level
4671-VJLCL,0.0438006028695351,4915.105360629902,0.0,High-Value Subscribers,VIP Subscribers,91.90780713936942,Excellent,Standard Telecom Subscriber Loyalty Check-in,Low,0.0,,,,,,,,,,,,,,,,,,,,,
4080-IIARD,0.5046490895508504,1007.6879075672348,0.0,High-Value Subscribers,Dormant Subscribers,56.434855845068,Moderate,Offer Annual Contract Migration Discount,High,228.83795329734292,,,,,,,,,,,,,,,,,,,,,
3714-NTNFO,0.7307505034852227,4122.934704137996,0.0,High-Value Subscribers,At-Risk Subscribers,56.827048645502536,Moderate,Offer Executive Retention & Fiber Upgrade Pack,Critical,3012.8366108855384,,,,,,,,,,,,,,,,,,,,,
5948-UJZLF,0.5857104795905225,115.28221308473852,0.0,Growth Subscribers,Churned Subscribers,33.77474408243232,Poor,Offer Annual Contract Migration Discount,High,30.384900141353555,,,,,,,,,,,,,,,,,,,,,
7760-OYPDY,0.9167985912743926,164.12618581798085,0.0,Growth Subscribers,Churned Subscribers,25.00642904762129,Poor,Offer Annual Contract Migration Discount,High,67.71179517712382,,,,,,,,,,,,,,,,,,,,,
7639-LIAYI,0.0910504818566502,4201.890347090479,0.0,High-Value Subscribers,VIP Subscribers,84.41434760140021,Excellent,Standard Telecom Subscriber Loyalty Check-in,Low,0.0,,,,,,,,,,,,,,,,,,,,,
2954-PIBKO,0.0310401984668656,4302.835433094563,0.0,High-Value Subscribers,VIP Subscribers,88.51567817898038,Excellent,Standard Telecom Subscriber Loyalty Check-in,Low,0.0,,,,,,,,,,,,,,,,,,,,,
8012-SOUDQ,0.7258367346464875,3902.581180318938,0.0,High-Value Subscribers,At-Risk Subscribers,57.62547676332663,Moderate,Offer Executive Retention & Fiber Upgrade Pack,Critical,2832.636780615533,,,,,,,,,,,,,,,,,,,,,
9420-LOJKX,0.691759263624931,1492.2438192767047,0.0,High-Value Subscribers,Churned Subscribers,50.17958617666843,Moderate,Offer Annual Contract Migration Discount,High,464.5230685072685,,,,,,,,,,,,,,,,,,,,,
6575-SUVOI,0.3930326839175936,1753.7011385460742,0.0,High-Value Subscribers,High-Potential Subscribers,62.45485334466743,Good,Offer Annual Contract Migration Discount,High,310.16783937244645,,,,,,,,,,,,,,,,,,,,,
7495-OOKFY,0.7968199674476985,637.7059391468159,0.0,Growth Subscribers,Churned Subscribers,37.26367883161194,Poor,Offer Annual Contract Migration Discount,High,228.66157155247643,,,,,,,,,,,,,,,,,,,,,
4667-QONEA,0.0970660434321592,4516.756817955771,0.0,High-Value Subscribers,VIP Subscribers,86.69595799155563,Excellent,Standard Telecom Subscriber Loyalty Check-in,Low,0.0,,,,,,,,,,,,,,,,,,,,,
1658-BYGOY,0.8797185706551052,1691.3139753189605,0.0,High-Value Subscribers,Churned Subscribers,43.28963858442638,Moderate,Offer Annual Contract Migration Discount,High,669.5461408034698,,,,,,,,,,,,,,,,,,,,,
8769-KKTPH,0.3347067958765269,6240.995977215143,0.0,High-Value Subscribers,Loyal Subscribers,78.97340807097444,Good,Offer Priority Telecom Tech Support,Medium,313.33556499179616,,,,,,,,,,,,,,,,,,,,,
5067-XJQFU,0.4584538142264457,7125.783280873601,0.0,High-Value Subscribers,Loyal Subscribers,81.53444437538766,Excellent,Offer Executive Retention & Fiber Upgrade Pack,Critical,3266.842524467539,,,,,,,,,,,,,,,,,,,,,
3957-SQXML,0.0270772077029595,808.7569547507004,73.1391776916098,Loyal Subscribers,High-Potential Subscribers,65.86601235686491,Good,Standard Telecom Subscriber Loyalty Check-in,Low,0.0,,,,,,,,,,,,,,,,,,,,,
5954-BDFSG,0.1831188438918889,7743.436290433769,0.0,High-Value Subscribers,VIP Subscribers,89.23711000174545,Excellent,Standard Telecom Subscriber Loyalty Check-in,Low,0.0,,,,,,,,,,,,,,,,,,,,,
0434-CSFON,0.7868546176144742,4724.597470808899,0.0,High-Value Subscribers,At-Risk Subscribers,60.040522858729325,Good,Offer Executive Retention & Fiber Upgrade Pack,Critical,3717.571336275648,,,,,,,,,,,,,,,,,,,,,
1215-FIGMP,0.5866989416205265,5474.107660809656,0.0,High-Value Subscribers,At-Risk Subscribers,67.64508378021681,Good,Offer Executive Retention & Fiber Upgrade Pack,Critical,3211.6531709138408,,,,,,,,,,,,,,,,,,,,,
0526-SXDJP,0.0315037867893269,2784.2682499961043,0.0,Loyal Subscribers,VIP Subscribers,82.89031747437805,Excellent,Offer Priority Telecom Tech Support,Medium,13.15724899682547,,,,,,,,,,,,,,,,,,,,,
0557-ASKVU,0.1775975951863451,957.063089191504,0.0,Loyal Subscribers,Dormant Subscribers,59.96433042724247,Moderate,Standard Telecom Subscriber Loyalty Check-in,Low,0.0,,,,,,,,,,,,,,,,,,,,,
5698-BQJOH,0.87092063324893,861.8755478976159,0.0,High-Value Subscribers,Churned Subscribers,38.81721264115481,Poor,Offer Annual Contract Migration Discount,High,337.78133908054207,,,,,,,,,,,,,,,,,,,,,
5122-CYFXA,0.7534942491199991,245.9251791892176,0.0,Growth Subscribers,Churned Subscribers,39.01926718065164,Poor,Offer Annual Contract Migration Discount,High,83.38644370479633,,,,,,,,,,,,,,,,,,,,,
8627-ZYGSZ,0.4574673536054646,3711.993332428578,0.0,High-Value Subscribers,Loyal Subscribers,64.1214779409312,Good,Offer Executive Retention & Fiber Upgrade Pack,Critical,1698.1157663872314,,,,,,,,,,,,,,,,,,,,,
3410-YOQBQ,0.0705003345436641,2457.606127892714,0.0,High-Value Subscribers,Loyal Subscribers,77.41734989691498,Good,Offer Autopay Billing Discount,Medium,34.652410838599074,,,,,,,,,,,,,,,,,,,,,
3170-NMYVV,0.0187371771041375,1006.180520579343,67.9021210351109,Loyal Subscribers,High-Potential Subscribers,68.78502570262498,Good,Standard Telecom Subscriber Loyalty Check-in,Low,0.0,,,,,,,,,,,,,,,,,,,,,
7410-OIEDU,0.6133141467288018,808.7597345033139,0.0,Loyal Subscribers,Churned Subscribers,44.11224891674963,Moderate,Offer Annual Contract Migration Discount,High,223.2107039139805,,,,,,,,,,,,,,,,,,,,,
2273-QCKXA,0.6384699226407811,63.50928192120139,27.774292359965624,Growth Subscribers,Churned Subscribers,29.95793858544196,Poor,Offer Annual Contract Migration Discount,High,18.246944841840453,,,,,,,,,,,,,,,,,,,,,
0731-EBJQB,0.0834588729345138,1075.608431652404,0.0,Loyal Subscribers,High-Potential Subscribers,67.62025179071927,Good,Offer Autopay Billing Discount,Medium,17.953813484913947,,,,,,,,,,,,,,,,,,,,,
1891-QRQSA,0.1489316528201215,7179.133305707207,0.0,High-Value Subscribers,VIP Subscribers,90.28931492938476,Excellent,Standard Telecom Subscriber Loyalty Check-in,Low,0.0,,,,,,,,,,,,,,,,,,,,,
8028-PNXHQ,0.0255290535926008,1479.9088735974988,0.0,Loyal Subscribers,High-Potential Subscribers,75.69450836232261,Good,Standard Telecom Subscriber Loyalty Check-in,Low,0.0,,,,,,,,,,,,,,,,,,,,,
5630-AHZIL,0.5273930470650112,211.7224203995442,0.0,Growth Subscribers,Churned Subscribers,42.80728420029007,Moderate,Offer Annual Contract Migration Discount,High,50.24741959192271,,,,,,,,,,,,,,,,,,,,,
2673-CXQEU,0.4524462380096485,6140.324080681594,0.0,High-Value Subscribers,Loyal Subscribers,78.44279661919616,Good,Offer Executive Retention & Fiber Upgrade Pack,Critical,2778.1665304644407,,,,,,,,,,,,,,,,,,,,,
6416-JNVRK,0.146799748376531,2546.7566537299595,0.0,Loyal Subscribers,VIP Subscribers,69.41329194431029,Good,Offer Priority Telecom Tech Support,Medium,56.07948539157214,,,,,,,,,,,,,,,,,,,,,
5590-ZSKRV,0.2715486144125195,431.7177685817368,0.0,Loyal Subscribers,Dormant Subscribers,51.72910711774125,Moderate,Offer Annual Contract Migration Discount,High,52.75456284403592,,,,,,,,,,,,,,,,,,,,,
0191-ZHSKZ,0.4907748980357665,2217.373996252906,0.0,High-Value Subscribers,Loyal Subscribers,61.68996138578419,Good,Offer Annual Contract Migration Discount,High,489.7041736131813,,,,,,,,,,,,,,,,,,,,,
3887-PBQAO,0.0771377475759756,1261.7616767769243,0.0,Loyal Subscribers,High-Potential Subscribers,68.89494984578366,Good,Standard Telecom Subscriber Loyalty Check-in,Low,0.0,,,,,,,,,,,,,,,,,,,,,
5919-TMRGD,0.9273694631954452,92.92260928219508,6.214603051067677,Growth Subscribers,Churned Subscribers,22.538191039533263,Poor,Offer Annual Contract Migration Discount,High,38.77811562993721,,,,,,,,,,,,,,,,,,,,,
8108-UXRQN,0.599902922742593,580.3175545732062,0.0,Loyal Subscribers,Churned Subscribers,43.691945294230365,Moderate,Offer Annual Contract Migration Discount,High,156.6603886982853,,,,,,,,,,,,,,,,,,,,,
9191-MYQKX,0.7505315471106282,535.5170862143939,0.0,Loyal Subscribers,Churned Subscribers,35.29570685203901,Poor,Offer Annual Contract Migration Discount,High,180.8651102492992,,,,,,,,,,,,,,,,,,,,,
9919-YLNNG,0.5647863707013926,4321.87437987535,0.0,High-Value Subscribers,At-Risk Subscribers,67.51794783946303,Good,Offer Executive Retention & Fiber Upgrade Pack,Critical,2440.935745637131,,,,,,,,,,,,,,,,,,,,,
0318-ZOPWS,0.0315661155527002,987.197078288017,0.0,Loyal Subscribers,High-Potential Subscribers,68.05920477102673,Good,Standard Telecom Subscriber Loyalty Check-in,Low,0.0,,,,,,,,,,,,,,,,,,,,,
4445-ZJNMU,0.8585737334411585,915.5136893965598,0.0,High-Value Subscribers,Churned Subscribers,41.88784386578264,Moderate,Offer Annual Contract Migration Discount,High,353.7162028447621,,,,,,,,,,,,,,,,,,,,,
4808-YNLEU,0.1598178290075107,2244.239741157768,0.0,Loyal Subscribers,Loyal Subscribers,68.04752918454795,Good,Offer Priority Telecom Tech Support,Medium,53.80042848063184,,,,,,,,,,,,,,,,,,,,,
1862-QRWPE,0.0167232931660779,977.1189747712492,243.6046401463012,Loyal Subscribers,High-Potential Subscribers,68.1926777765827,Good,Standard Telecom Subscriber Loyalty Check-in,Low,0.0,,,,,,,,,,,,,,,,,,,,,
2796-NNUFI,0.0247833844920633,928.7394760557568,0.0,Loyal Subscribers,High-Potential Subscribers,67.22690066767262,Good,Offer Autopay Billing Discount,Medium,4.603461505609461,,,,,,,,,,,,,,,,,,,,,
3016-KSVCP,0.4420362846414665,957.4608027436548,0.0,Loyal Subscribers,High-Potential Subscribers,50.08810326492953,Moderate,Offer Annual Contract Migration Discount,High,190.45458717058847,,,,,,,,,,,,,,,,,,,,,
4767-HZZHQ,0.3692380146412667,2504.993544274974,0.0,High-Value Subscribers,Loyal Subscribers,60.74082493093447,Good,Offer Annual Contract Migration Discount,High,416.2224793397767,,,,,,,,,,,,,,,,,,,,,
2424-WVHPL,0.8817950355798174,92.60695898496031,10.013563794200314,Growth Subscribers,Churned Subscribers,23.894247025408283,Poor,Offer Annual Contract Migration Discount,High,36.7471605118868,,,,,,,,,,,,,,,,,,,,,
7233-PAHHL,0.0558997231436389,5598.486911002688,0.0,High-Value Subscribers,VIP Subscribers,92.81030670170284,Excellent,Offer Autopay Billing Discount,Medium,62.59077366966738,,,,,,,,,,,,,,,,,,,,,
6067-NGCEU,0.5225559233707575,7231.321739385231,0.0,High-Value Subscribers,At-Risk Subscribers,79.38240935198974,Good,Offer Executive Retention & Fiber Upgrade Pack,Critical,3778.7700087154817,,,,,,,,,,,,,,,,,,,,,
9848-JQJTX,0.2307535312168711,7146.377217270812,0.0,High-Value Subscribers,VIP Subscribers,87.54169966159476,Excellent,Offer Priority Telecom Tech Support,Medium,247.3577667439556,,,,,,,,,,,,,,,,,,,,,
8637-XJIVR,0.7557231130779667,915.176687615712,0.0,Loyal Subscribers,Churned Subscribers,40.80547478270365,Moderate,Offer Annual Contract Migration Discount,High,311.2290789215975,,,,,,,,,,,,,,,,,,,,,
9803-FTJCG,0.0613606627765064,4731.52052247982,0.0,High-Value Subscribers,VIP Subscribers,88.47686860619602,Excellent,Standard Telecom Subscriber Loyalty Check-in,Low,0.0,,,,,,,,,,,,,,,,,,,,,
0278-YXOOG,0.2758503180481837,119.2982419412582,0.0,Loyal Subscribers,Dormant Subscribers,41.51661289837963,Moderate,Offer Annual Contract Migration Discount,High,14.808806091938362,,,,,,,,,,,,,,,,,,,,,
3212-KXOCR,0.0205121168467342,1107.2189626376812,0.0,Loyal Subscribers,High-Potential Subscribers,69.60473320040674,Good,Standard Telecom Subscriber Loyalty Check-in,Low,0.0,,,,,,,,,,,,,,,,,,,,,
4598-XLKNJ,0.7949891006851988,2463.9963682355205,0.0,High-Value Subscribers,At-Risk Subscribers,51.52463844919031,Moderate,Offer Annual Contract Migration Discount,High,881.4826155938185,,,,,,,,,,,,,,,,,,,,,
6380-ARCEH,0.4738603224847383,36.70856030322162,22.42859547741642,Loyal Subscribers,Dormant Subscribers,30.613587323506813,Poor,Offer Annual Contract Migration Discount,High,7.827628600455778,,,,,,,,,,,,,,,,,,,,,
3679-XASPY,0.5300631275822563,36.70856030322162,17.24374266555017,Loyal Subscribers,Churned Subscribers,28.927503170581275,Poor,Offer Annual Contract Migration Discount,High,8.75603442751538,,,,,,,,,,,,,,,,,,,,,
7123-WQUHX,0.3397481306579688,3588.361420702439,0.0,High-Value Subscribers,Loyal Subscribers,70.04062224172554,Good,Standard Telecom Subscriber Loyalty Check-in,Low,0.0,,,,,,,,,,,,,,,,,,,,,
5386-THSLQ,0.1587478481499448,3017.8319306389126,0.0,Loyal Subscribers,VIP Subscribers,77.67368332999526,Good,Offer Priority Telecom Tech Support,Medium,71.86114876006813,,,,,,,,,,,,,,,,,,,,,
3192-NQECA,0.1866002580418478,7468.808610963154,0.0,High-Value Subscribers,VIP Subscribers,90.40168291936476,Excellent,Standard Telecom Subscriber Loyalty Check-in,Low,0.0,,,,,,,,,,,,,,,,,,,,,
6180-YBIQI,0.6512977805124375,128.73781081533764,0.0,Loyal Subscribers,Churned Subscribers,28.00399521886079,Poor,Offer Annual Contract Migration Discount,High,37.730992703426764,,,,,,,,,,,,,,,,,,,,,
6728-DKUCO,0.3760996807217855,7447.441705731118,0.0,High-Value Subscribers,Loyal Subscribers,83.3183007853321,Excellent,Offer Priority Telecom Tech Support,Medium,420.1470671579376,,,,,,,,,,,,,,,,,,,,,
9750-BOOHV,0.1502528782362328,944.0156512318237,0.0,Loyal Subscribers,High-Potential Subscribers,59.62803502704374,Moderate,Offer Priority Telecom Tech Support,Medium,21.27616030464499,,,,,,,,,,,,,,,,,,,,,
8597-CWYHH,0.4676964549776561,4056.7347498154654,0.0,High-Value Subscribers,Loyal Subscribers,65.49827458796132,Good,Offer Executive Retention & Fiber Upgrade Pack,Critical,1897.3204612733623,,,,,,,,,,,,,,,,,,,,,
2848-YXSMW,0.0131294244736942,1403.7983683048642,80.79713602597234,Loyal Subscribers,High-Potential Subscribers,76.16909871485427,Good,Standard Telecom Subscriber Loyalty Check-in,Low,0.0,,,,,,,,,,,,,,,,,,,,,
0486-HECZI,0.6090602239984283,5299.832991571082,0.0,High-Value Subscribers,At-Risk Subscribers,67.97795767169129,Good,Offer Executive Retention & Fiber Upgrade Pack,Critical,3227.9174690005434,,,,,,,,,,,,,,,,,,,,,
4549-ZDQYY,0.0670531132657791,2991.526790563428,0.0,High-Value Subscribers,VIP Subscribers,79.0065793372011,Good,Standard Telecom Subscriber Loyalty Check-in,Low,0.0,,,,,,,,,,,,,,,,,,,,,
5712-AHQNN,0.6135286977139264,3917.2341807493,0.0,High-Value Subscribers,At-Risk Subscribers,61.00715733870066,Good,Offer Executive Retention & Fiber Upgrade Pack,Critical,2403.3355855555974,,,,,,,,,,,,,,,,,,,,,
4846-WHAFZ,0.7068846337260855,2738.063908095541,0.0,Loyal Subscribers,At-Risk Subscribers,50.3511311826207,Moderate,Offer Annual Contract Migration Discount,High,870.9728862567288,,,,,,,,,,,,,,,,,,,,,
5256-SKJGO,0.1016692890891587,3487.047574400793,0.0,High-Value Subscribers,VIP Subscribers,81.81014781906072,Excellent,Offer Autopay Billing Discount,Medium,70.90512958188077,,,,,,,,,,,,,,,,,,,,,
3071-VBYPO,0.7759468704064424,279.0511945734034,0.0,Growth Subscribers,Churned Subscribers,36.263647215980725,Poor,Offer Annual Contract Migration Discount,High,97.4380055005852,,,,,,,,,,,,,,,,,,,,,
9560-BBZXK,0.0595500317546141,1102.6392621140287,0.0,Loyal Subscribers,High-Potential Subscribers,63.97540257535972,Good,Offer Priority Telecom Tech Support,Medium,9.849330460916203,,,,,,,,,,,,,,,,,,,,,
5299-RULOA,0.8388243603153991,1016.5540753067348,0.0,High-Value Subscribers,Churned Subscribers,43.1053199776507,Moderate,Offer Annual Contract Migration Discount,High,383.7196448753327,,,,,,,,,,,,,,,,,,,,,
8402-OOOHJ,0.0216709290175446,867.9658038371871,106.23946695740908,Loyal Subscribers,High-Potential Subscribers,65.7069439807191,Good,Offer Autopay Billing Discount,Medium,3.7619250649223583,,,,,,,,,,,,,,,,,,,,,
9445-ZUEQE,0.5085728431262434,2266.522840166765,0.0,High-Value Subscribers,Loyal Subscribers,57.89544483948953,Moderate,Offer Annual Contract Migration Discount,High,518.711384175381,,,,,,,,,,,,,,,,,,,,,
1091-SOZGA,0.4919453438937614,5608.888293555529,0.0,High-Value Subscribers,Loyal Subscribers,71.95732188102546,Good,Offer Executive Retention & Fiber Upgrade Pack,Critical,2759.2664804348674,,,,,,,,,,,,,,,,,,,,,
